,week,gameId,possessionTeam,playType,offenseFormation,personnelO,defendersInTheBox,numberOfPassRushers,personnelD,typeDropback,passResult,offensePlayResult,homeTeam,guestTeam,matches
130,1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,19,CLE,PIT,"[CLE , PIT]"
131,1,2018090901,PIT,play_type_pass,SHOTGUN,"0 RB, 1 TE, 4 WR",5.0,3.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
132,1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,2.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
133,1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,6,CLE,PIT,"[CLE , PIT]"
134,1,2018090901,CLE,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",SCRAMBLE_ROLLOUT_LEFT,S,-11,CLE,PIT,"[CLE , PIT]"
135,1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,3.0,"2 DL, 3 LB, 6 DB",TRADITIONAL,C,4,CLE,PIT,"[CLE , PIT]"
136,1,2018090901,PIT,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",4.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
137,1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
138,1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
139,1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
140,1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,5.0,"3 DL, 4 LB, 4 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
141,1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"2 DL, 3 LB, 6 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
142,1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"2 DL, 3 LB, 6 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
143,1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,6.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,17,CLE,PIT,"[CLE , PIT]"
144,1,2018090901,PIT,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,6.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,S,-8,CLE,PIT,"[CLE , PIT]"
145,1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"2 DL, 3 LB, 6 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
146,1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,3,CLE,PIT,"[CLE , PIT]"
147,1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,5.0,"2 DL, 3 LB, 6 DB",TRADITIONAL,C,38,CLE,PIT,"[CLE , PIT]"
148,1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"2 DL, 3 LB, 6 DB",TRADITIONAL,C,17,CLE,PIT,"[CLE , PIT]"
149,1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
150,1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,3.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
151,1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,1,CLE,PIT,"[CLE , PIT]"
152,1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,3.0,"2 DL, 3 LB, 6 DB",SCRAMBLE_ROLLOUT_RIGHT,C,11,CLE,PIT,"[CLE , PIT]"
153,1,2018090901,CLE,play_type_pass,PISTOL,"1 RB, 1 TE, 3 WR",6.0,3.0,"2 DL, 3 LB, 6 DB",TRADITIONAL,C,9,CLE,PIT,"[CLE , PIT]"
154,1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 3 LB, 6 DB",TRADITIONAL,IN,0,CLE,PIT,"[CLE , PIT]"
155,1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",SCRAMBLE_ROLLOUT_RIGHT,C,7,CLE,PIT,"[CLE , PIT]"
156,1,2018090901,CLE,play_type_pass,SINGLEBACK,"1 RB, 3 TE, 1 WR",6.0,5.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
157,1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,19,CLE,PIT,"[CLE , PIT]"
158,1,2018090901,PIT,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",6.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
159,1,2018090901,PIT,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,6.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,S,-10,CLE,PIT,"[CLE , PIT]"
160,1,2018090901,PIT,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",6.0,3.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,10,CLE,PIT,"[CLE , PIT]"
161,1,2018090901,CLE,play_type_sack,SINGLEBACK,"1 RB, 2 TE, 2 WR",6.0,5.0,"2 DL, 4 LB, 5 DB",DESIGNED_ROLLOUT_RIGHT,S,-1,CLE,PIT,"[CLE , PIT]"
162,1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"2 DL, 3 LB, 6 DB",TRADITIONAL,C,8,CLE,PIT,"[CLE , PIT]"
163,1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,6.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
164,1,2018090901,PIT,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",7.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,12,CLE,PIT,"[CLE , PIT]"
165,1,2018090901,PIT,play_type_pass,SHOTGUN,"0 RB, 1 TE, 4 WR",7.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,10,CLE,PIT,"[CLE , PIT]"
166,1,2018090901,PIT,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",5.0,3.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,6,CLE,PIT,"[CLE , PIT]"
167,1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,5.0,"2 DL, 3 LB, 6 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
168,1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"2 DL, 3 LB, 6 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
169,1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"2 DL, 3 LB, 6 DB",SCRAMBLE_ROLLOUT_LEFT,I,0,CLE,PIT,"[CLE , PIT]"
170,1,2018090901,PIT,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",6.0,3.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,12,CLE,PIT,"[CLE , PIT]"
171,1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
172,1,2018090901,PIT,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,S,0,CLE,PIT,"[CLE , PIT]"
173,1,2018090901,CLE,play_type_pass,,"1 RB, 2 TE, 2 WR",8.0,0.0,"3 DL, 4 LB, 4 DB",UNKNOWN,I,0,CLE,PIT,"[CLE , PIT]"
174,1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",3.0,3.0,"3 DL, 2 LB, 6 DB",SCRAMBLE_ROLLOUT_RIGHT,I,0,CLE,PIT,"[CLE , PIT]"
175,1,2018090902,CIN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,IN,0,IND,CIN,"[IND , CIN]"
176,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,IN,0,IND,CIN,"[IND , CIN]"
177,1,2018090902,CIN,play_type_pass,I_FORM,"1 RB, 2 TE, 2 WR",6.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,29,IND,CIN,"[IND , CIN]"
178,1,2018090902,CIN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,21,IND,CIN,"[IND , CIN]"
179,1,2018090902,CIN,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,5,IND,CIN,"[IND , CIN]"
180,1,2018090902,CIN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,IND,CIN,"[IND , CIN]"
181,1,2018090902,CIN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,I,0,IND,CIN,"[IND , CIN]"
182,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,3,IND,CIN,"[IND , CIN]"
183,1,2018090902,IND,play_type_pass,SHOTGUN,"2 RB, 1 TE, 2 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,6,IND,CIN,"[IND , CIN]"
184,1,2018090902,IND,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,8,IND,CIN,"[IND , CIN]"
185,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,3,IND,CIN,"[IND , CIN]"
186,1,2018090902,IND,play_type_pass,SHOTGUN,"2 RB, 1 TE, 2 WR",6.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,13,IND,CIN,"[IND , CIN]"
187,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,5.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,I,0,IND,CIN,"[IND , CIN]"
188,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 3 TE, 1 WR",6.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,8,IND,CIN,"[IND , CIN]"
189,1,2018090902,CIN,play_type_pass,I_FORM,"1 RB, 2 TE, 2 WR",7.0,4.0,"4 DL, 3 LB, 4 DB",SCRAMBLE,C,8,IND,CIN,"[IND , CIN]"
190,1,2018090902,CIN,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,4.0,"4 DL, 3 LB, 4 DB",DESIGNED_ROLLOUT_RIGHT,C,9,IND,CIN,"[IND , CIN]"
191,1,2018090902,CIN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,3.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,13,IND,CIN,"[IND , CIN]"
192,1,2018090902,IND,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,7,IND,CIN,"[IND , CIN]"
193,1,2018090902,IND,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,IND,CIN,"[IND , CIN]"
194,1,2018090902,IND,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",6.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,12,IND,CIN,"[IND , CIN]"
195,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,13,IND,CIN,"[IND , CIN]"
196,1,2018090902,IND,play_type_pass,EMPTY,"1 RB, 2 TE, 2 WR",6.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,26,IND,CIN,"[IND , CIN]"
197,1,2018090902,CIN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,5,IND,CIN,"[IND , CIN]"
198,1,2018090902,CIN,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,11,IND,CIN,"[IND , CIN]"
199,1,2018090902,IND,play_type_pass,SINGLEBACK,"6 OL, 1 RB, 1 TE, 2 WR",7.0,4.0,"4 DL, 3 LB, 4 DB",SCRAMBLE_ROLLOUT_RIGHT,I,0,IND,CIN,"[IND , CIN]"
200,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,13,IND,CIN,"[IND , CIN]"
201,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,17,IND,CIN,"[IND , CIN]"
202,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 3 TE, 1 WR",7.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,13,IND,CIN,"[IND , CIN]"
203,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,4,IND,CIN,"[IND , CIN]"
204,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,IND,CIN,"[IND , CIN]"
205,1,2018090902,CIN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,4,IND,CIN,"[IND , CIN]"
206,1,2018090902,CIN,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",8.0,5.0,"4 DL, 3 LB, 4 DB",SCRAMBLE_ROLLOUT_RIGHT,I,0,IND,CIN,"[IND , CIN]"
207,1,2018090902,CIN,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,3.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,3,IND,CIN,"[IND , CIN]"
208,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,5,IND,CIN,"[IND , CIN]"
209,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,7,IND,CIN,"[IND , CIN]"
210,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,8,IND,CIN,"[IND , CIN]"
211,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,1,IND,CIN,"[IND , CIN]"
212,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,-5,IND,CIN,"[IND , CIN]"
213,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,8,IND,CIN,"[IND , CIN]"
214,1,2018090902,IND,play_type_pass,SINGLEBACK,"1 RB, 3 TE, 1 WR",7.0,4.0,"4 DL, 3 LB, 4 DB",DESIGNED_ROLLOUT_RIGHT,I,0,IND,CIN,"[IND , CIN]"
215,1,2018090902,IND,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,S,-6,IND,CIN,"[IND , CIN]"
216,1,2018090902,CIN,play_type_sack,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,S,-8,IND,CIN,"[IND , CIN]"
217,1,2018090902,CIN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,C,6,IND,CIN,"[IND , CIN]"
218,1,2018090902,IND,play_type_pass,EMPTY,"1 RB, 2 TE, 2 WR",5.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,8,IND,CIN,"[IND , CIN]"
219,1,2018090902,IND,play_type_pass,EMPTY,"1 RB, 2 TE, 2 WR",5.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,13,IND,CIN,"[IND , CIN]"
220,1,2018090902,IND,play_type_pass,EMPTY,"1 RB, 2 TE, 2 WR",5.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,I,0,IND,CIN,"[IND , CIN]"
221,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,5.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,7,IND,CIN,"[IND , CIN]"
222,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,12,IND,CIN,"[IND , CIN]"
223,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,6.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,I,0,IND,CIN,"[IND , CIN]"
224,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,6,IND,CIN,"[IND , CIN]"
225,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,9,IND,CIN,"[IND , CIN]"
226,1,2018090902,IND,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",8.0,1.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,5,IND,CIN,"[IND , CIN]"
227,1,2018090902,CIN,play_type_pass,SHOTGUN,"2 RB, 1 TE, 2 WR",6.0,5.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,5,IND,CIN,"[IND , CIN]"
228,1,2018090902,CIN,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,0.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,6,IND,CIN,"[IND , CIN]"
229,1,2018090902,CIN,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",6.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,4,IND,CIN,"[IND , CIN]"
230,1,2018090902,CIN,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",SCRAMBLE_ROLLOUT_RIGHT,I,0,IND,CIN,"[IND , CIN]"
231,1,2018090902,CIN,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",6.0,3.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,38,IND,CIN,"[IND , CIN]"
232,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,IND,CIN,"[IND , CIN]"
233,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 0 TE, 4 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,18,IND,CIN,"[IND , CIN]"
234,1,2018090902,IND,play_type_sack,SINGLEBACK,"6 OL, 1 RB, 2 TE, 1 WR",7.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,S,-8,IND,CIN,"[IND , CIN]"
235,1,2018090902,IND,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,IND,CIN,"[IND , CIN]"
236,1,2018090902,CIN,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,S,-6,IND,CIN,"[IND , CIN]"
237,1,2018090902,CIN,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,15,IND,CIN,"[IND , CIN]"
238,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,8,IND,CIN,"[IND , CIN]"
239,1,2018090902,IND,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",6.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,IND,CIN,"[IND , CIN]"
240,1,2018090902,CIN,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,18,IND,CIN,"[IND , CIN]"
241,1,2018090902,CIN,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,9,IND,CIN,"[IND , CIN]"
242,1,2018090902,CIN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 1 LB, 6 DB",SCRAMBLE_ROLLOUT_RIGHT,C,17,IND,CIN,"[IND , CIN]"
243,1,2018090902,CIN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,5,IND,CIN,"[IND , CIN]"
244,1,2018090902,CIN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,14,IND,CIN,"[IND , CIN]"
245,1,2018090902,CIN,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,5.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,I,0,IND,CIN,"[IND , CIN]"
246,1,2018090902,CIN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",3.0,4.0,"4 DL, 1 LB, 6 DB",SCRAMBLE_ROLLOUT_LEFT,I,0,IND,CIN,"[IND , CIN]"
247,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,IND,CIN,"[IND , CIN]"
248,1,2018090902,IND,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",4.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,IND,CIN,"[IND , CIN]"
249,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,12,IND,CIN,"[IND , CIN]"
250,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,4,IND,CIN,"[IND , CIN]"
251,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,7,IND,CIN,"[IND , CIN]"
252,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,4,IND,CIN,"[IND , CIN]"
253,1,2018090902,IND,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,8,IND,CIN,"[IND , CIN]"
254,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,8,IND,CIN,"[IND , CIN]"
255,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,3,IND,CIN,"[IND , CIN]"
256,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,3.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,-5,IND,CIN,"[IND , CIN]"
257,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",SCRAMBLE_ROLLOUT_RIGHT,I,0,IND,CIN,"[IND , CIN]"
258,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,13,IND,CIN,"[IND , CIN]"
259,1,2018090902,IND,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,9,IND,CIN,"[IND , CIN]"
260,1,2018090903,TEN,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,8,MIA,TEN,"[MIA , TEN]"
261,1,2018090903,TEN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,17,MIA,TEN,"[MIA , TEN]"
