week,gameId,possessionTeam,playType,offenseFormation,personnelO,defendersInTheBox,numberOfPassRushers,personnelD,typeDropback,passResult,offensePlayResult,homeTeam,guestTeam,matches
3,2018092302,CIN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,IN,0,CAR,CIN,"[CAR , CIN]"
3,2018092302,CIN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,11,CAR,CIN,"[CAR , CIN]"
3,2018092302,CIN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,4,CAR,CIN,"[CAR , CIN]"
3,2018092302,CIN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,12,CAR,CIN,"[CAR , CIN]"
3,2018092302,CIN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,8,CAR,CIN,"[CAR , CIN]"
3,2018092302,CIN,play_type_pass,,"1 RB, 1 TE, 3 WR",4.0,0.0,"4 DL, 2 LB, 5 DB",UNKNOWN,I,0,CAR,CIN,"[CAR , CIN]"
3,2018092302,CIN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,4.0,"4 DL, 2 LB, 5 DB",SCRAMBLE_ROLLOUT_LEFT,IN,0,CAR,CIN,"[CAR , CIN]"
3,2018092303,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",SCRAMBLE_ROLLOUT_LEFT,C,10,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,4.0,"3 DL, 3 LB, 5 DB",DESIGNED_ROLLOUT_RIGHT,I,0,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,14,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,39,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,HOU,NYG,"[HOU , NYG]"
3,2018092303,NYG,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 3 LB, 6 DB",TRADITIONAL,C,9,HOU,NYG,"[HOU , NYG]"
3,2018092303,NYG,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",6.0,6.0,"4 DL, 2 LB, 5 DB",DESIGNED_ROLLOUT_RIGHT,C,18,HOU,NYG,"[HOU , NYG]"
3,2018092303,NYG,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,HOU,NYG,"[HOU , NYG]"
3,2018092303,NYG,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",4.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,6,HOU,NYG,"[HOU , NYG]"
3,2018092303,NYG,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,8,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,8,HOU,NYG,"[HOU , NYG]"
3,2018092303,NYG,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",5.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,15,HOU,NYG,"[HOU , NYG]"
3,2018092303,NYG,play_type_pass,EMPTY,"1 RB, 2 TE, 2 WR",6.0,3.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,21,HOU,NYG,"[HOU , NYG]"
3,2018092303,NYG,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,6.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,EMPTY,"1 RB, 2 TE, 2 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,6,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"0 DL, 5 LB, 6 DB",TRADITIONAL,I,0,HOU,NYG,"[HOU , NYG]"
3,2018092303,NYG,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,4.0,"4 DL, 3 LB, 4 DB",DESIGNED_ROLLOUT_LEFT,C,19,HOU,NYG,"[HOU , NYG]"
3,2018092303,NYG,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,9,HOU,NYG,"[HOU , NYG]"
3,2018092303,NYG,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,7,HOU,NYG,"[HOU , NYG]"
3,2018092303,NYG,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,3.0,"2 DL, 3 LB, 6 DB",TRADITIONAL,S,-6,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,HOU,NYG,"[HOU , NYG]"
3,2018092303,NYG,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,17,HOU,NYG,"[HOU , NYG]"
3,2018092303,NYG,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,30,HOU,NYG,"[HOU , NYG]"
3,2018092303,NYG,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,16,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,S,0,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,32,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,11,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,3.0,"2 DL, 4 LB, 5 DB",SCRAMBLE,C,16,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,,"1 RB, 1 TE, 3 WR",7.0,0.0,"2 DL, 4 LB, 5 DB",UNKNOWN,I,0,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,HOU,NYG,"[HOU , NYG]"
3,2018092303,NYG,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,5.0,"3 DL, 3 LB, 5 DB",DESIGNED_ROLLOUT_LEFT,C,6,HOU,NYG,"[HOU , NYG]"
3,2018092303,NYG,play_type_pass,I_FORM,"2 RB, 1 TE, 2 WR",8.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,3,HOU,NYG,"[HOU , NYG]"
3,2018092303,NYG,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,6.0,"2 DL, 3 LB, 6 DB",TRADITIONAL,I,0,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,4.0,"3 DL, 3 LB, 5 DB",SCRAMBLE_ROLLOUT_RIGHT,C,28,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,HOU,NYG,"[HOU , NYG]"
3,2018092303,NYG,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",8.0,6.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,13,HOU,NYG,"[HOU , NYG]"
3,2018092303,NYG,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,-1,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",SCRAMBLE_ROLLOUT_RIGHT,I,0,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,EMPTY,"1 RB, 2 TE, 2 WR",6.0,5.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,20,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,6,HOU,NYG,"[HOU , NYG]"
3,2018092303,NYG,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,3.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,HOU,NYG,"[HOU , NYG]"
3,2018092303,NYG,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,15,HOU,NYG,"[HOU , NYG]"
3,2018092303,NYG,play_type_sack,EMPTY,"1 RB, 1 TE, 3 WR",6.0,3.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,S,-10,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",8.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,24,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,EMPTY,"1 RB, 2 TE, 2 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,15,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,EMPTY,"1 RB, 2 TE, 2 WR",5.0,3.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,14,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_sack,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,S,-7,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",SCRAMBLE_ROLLOUT_RIGHT,IN,0,HOU,NYG,"[HOU , NYG]"
3,2018092303,NYG,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,13,HOU,NYG,"[HOU , NYG]"
3,2018092303,NYG,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,6.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,S,-7,HOU,NYG,"[HOU , NYG]"
3,2018092303,NYG,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,7,HOU,NYG,"[HOU , NYG]"
3,2018092303,NYG,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"2 DL, 3 LB, 6 DB",TRADITIONAL,S,-9,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,37,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",5.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,10,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",SCRAMBLE_ROLLOUT_LEFT,C,4,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",5.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,6,HOU,NYG,"[HOU , NYG]"
3,2018092303,NYG,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,5.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,23,HOU,NYG,"[HOU , NYG]"
3,2018092303,NYG,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",8.0,3.0,"4 DL, 3 LB, 4 DB",DESIGNED_ROLLOUT_RIGHT,C,17,HOU,NYG,"[HOU , NYG]"
3,2018092303,NYG,play_type_pass,I_FORM,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,10,HOU,NYG,"[HOU , NYG]"
3,2018092303,NYG,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,21,HOU,NYG,"[HOU , NYG]"
3,2018092303,NYG,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",8.0,5.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,-2,HOU,NYG,"[HOU , NYG]"
3,2018092303,NYG,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,7,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",SCRAMBLE_ROLLOUT_RIGHT,S,-10,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,12,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,16,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,7,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,18,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,28,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,,"1 RB, 1 TE, 3 WR",7.0,0.0,"2 DL, 4 LB, 5 DB",UNKNOWN,I,0,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,HOU,NYG,"[HOU , NYG]"
3,2018092303,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"2 DL, 4 LB, 5 DB",SCRAMBLE_ROLLOUT_LEFT,C,4,HOU,NYG,"[HOU , NYG]"
3,2018092304,JAX,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",8.0,4.0,"3 DL, 4 LB, 4 DB",TRADITIONAL,C,11,JAX,TEN,"[JAX , TEN]"
3,2018092304,JAX,play_type_pass,SINGLEBACK,"2 RB, 1 TE, 2 WR",8.0,5.0,"3 DL, 4 LB, 4 DB",TRADITIONAL,C,13,JAX,TEN,"[JAX , TEN]"
3,2018092304,JAX,play_type_sack,SINGLEBACK,"1 RB, 2 TE, 2 WR",6.0,6.0,"3 DL, 4 LB, 4 DB",SCRAMBLE_ROLLOUT_RIGHT,S,-4,JAX,TEN,"[JAX , TEN]"
3,2018092304,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,5,JAX,TEN,"[JAX , TEN]"
3,2018092304,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,3.0,"1 DL, 5 LB, 5 DB",TRADITIONAL,I,0,JAX,TEN,"[JAX , TEN]"
3,2018092304,TEN,play_type_pass,I_FORM,"1 RB, 2 TE, 2 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,JAX,TEN,"[JAX , TEN]"
3,2018092304,TEN,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,6.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,S,-8,JAX,TEN,"[JAX , TEN]"
3,2018092304,JAX,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,5.0,"3 DL, 4 LB, 4 DB",TRADITIONAL,I,0,JAX,TEN,"[JAX , TEN]"
3,2018092304,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"1 DL, 5 LB, 5 DB",TRADITIONAL,I,0,JAX,TEN,"[JAX , TEN]"
3,2018092304,TEN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,8,JAX,TEN,"[JAX , TEN]"
3,2018092304,TEN,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,3.0,"4 DL, 2 LB, 5 DB",DESIGNED_ROLLOUT_RIGHT,I,0,JAX,TEN,"[JAX , TEN]"
3,2018092304,TEN,play_type_sack,EMPTY,"1 RB, 1 TE, 3 WR",6.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,S,-9,JAX,TEN,"[JAX , TEN]"
3,2018092304,TEN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,JAX,TEN,"[JAX , TEN]"
3,2018092304,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,1.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,7,JAX,TEN,"[JAX , TEN]"
3,2018092304,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,4,JAX,TEN,"[JAX , TEN]"
3,2018092304,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,3.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,JAX,TEN,"[JAX , TEN]"
3,2018092304,TEN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,JAX,TEN,"[JAX , TEN]"
3,2018092304,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,7,JAX,TEN,"[JAX , TEN]"
3,2018092304,JAX,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,4.0,"3 DL, 4 LB, 4 DB",TRADITIONAL,C,3,JAX,TEN,"[JAX , TEN]"
3,2018092304,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"1 DL, 5 LB, 5 DB",TRADITIONAL,C,6,JAX,TEN,"[JAX , TEN]"
3,2018092304,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,JAX,TEN,"[JAX , TEN]"
3,2018092304,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,JAX,TEN,"[JAX , TEN]"
3,2018092304,TEN,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,5.0,"4 DL, 2 LB, 5 DB",DESIGNED_ROLLOUT_RIGHT,I,0,JAX,TEN,"[JAX , TEN]"
3,2018092304,TEN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,JAX,TEN,"[JAX , TEN]"
3,2018092304,JAX,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",8.0,4.0,"3 DL, 4 LB, 4 DB",TRADITIONAL,C,13,JAX,TEN,"[JAX , TEN]"
3,2018092304,JAX,play_type_pass,I_FORM,"2 RB, 1 TE, 2 WR",8.0,4.0,"3 DL, 4 LB, 4 DB",DESIGNED_ROLLOUT_RIGHT,I,0,JAX,TEN,"[JAX , TEN]"
3,2018092304,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,JAX,TEN,"[JAX , TEN]"
3,2018092304,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"1 DL, 5 LB, 5 DB",TRADITIONAL,C,0,JAX,TEN,"[JAX , TEN]"
3,2018092304,TEN,play_type_pass,I_FORM,"1 RB, 2 TE, 2 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,5,JAX,TEN,"[JAX , TEN]"
3,2018092304,TEN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,2,JAX,TEN,"[JAX , TEN]"
3,2018092304,TEN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,3,JAX,TEN,"[JAX , TEN]"
3,2018092304,TEN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,22,JAX,TEN,"[JAX , TEN]"
3,2018092304,TEN,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,JAX,TEN,"[JAX , TEN]"
3,2018092304,TEN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,7,JAX,TEN,"[JAX , TEN]"
3,2018092304,TEN,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,6,JAX,TEN,"[JAX , TEN]"
3,2018092304,TEN,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,6.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,S,-8,JAX,TEN,"[JAX , TEN]"
3,2018092304,JAX,play_type_pass,SINGLEBACK,"1 RB, 3 TE, 1 WR",8.0,4.0,"3 DL, 4 LB, 4 DB",DESIGNED_ROLLOUT_RIGHT,I,0,JAX,TEN,"[JAX , TEN]"
3,2018092304,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,JAX,TEN,"[JAX , TEN]"
3,2018092304,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"1 DL, 5 LB, 5 DB",TRADITIONAL,C,15,JAX,TEN,"[JAX , TEN]"
3,2018092304,JAX,play_type_pass,SHOTGUN,"2 RB, 0 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,-1,JAX,TEN,"[JAX , TEN]"
3,2018092304,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,7,JAX,TEN,"[JAX , TEN]"
3,2018092304,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"1 DL, 5 LB, 5 DB",TRADITIONAL,I,0,JAX,TEN,"[JAX , TEN]"
3,2018092304,TEN,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,9,JAX,TEN,"[JAX , TEN]"
3,2018092304,TEN,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,7,JAX,TEN,"[JAX , TEN]"
3,2018092304,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,9,JAX,TEN,"[JAX , TEN]"
3,2018092304,JAX,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,4.0,"3 DL, 4 LB, 4 DB",TRADITIONAL,C,9,JAX,TEN,"[JAX , TEN]"
3,2018092304,JAX,play_type_pass,I_FORM,"2 RB, 1 TE, 2 WR",7.0,5.0,"3 DL, 4 LB, 4 DB",TRADITIONAL,C,5,JAX,TEN,"[JAX , TEN]"
3,2018092304,JAX,play_type_sack,SINGLEBACK,"1 RB, 2 TE, 2 WR",8.0,6.0,"3 DL, 4 LB, 4 DB",SCRAMBLE,S,-2,JAX,TEN,"[JAX , TEN]"
3,2018092304,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,11,JAX,TEN,"[JAX , TEN]"
3,2018092304,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,JAX,TEN,"[JAX , TEN]"
