,week,gameId,possessionTeam,playType,offenseFormation,personnelO,defendersInTheBox,numberOfPassRushers,personnelD,typeDropback,passResult,offensePlayResult,homeTeam,guestTeam,matches,quarter,down
424,1,2018090905,HOU,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,NE,HOU,"[NE , HOU]",2,1
425,1,2018090905,HOU,play_type_pass,EMPTY,"1 RB, 2 TE, 2 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,9,NE,HOU,"[NE , HOU]",2,2
426,1,2018090905,HOU,play_type_sack,SINGLEBACK,"1 RB, 2 TE, 2 WR",8.0,4.0,"3 DL, 3 LB, 5 DB",SCRAMBLE,S,-4,NE,HOU,"[NE , HOU]",2,2
427,1,2018090905,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,I,0,NE,HOU,"[NE , HOU]",2,3
428,1,2018090905,NE,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,NE,HOU,"[NE , HOU]",2,1
429,1,2018090905,NE,play_type_pass,SINGLEBACK,"2 RB, 1 TE, 2 WR",6.0,1.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,5,NE,HOU,"[NE , HOU]",2,2
430,1,2018090905,NE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 2 LB, 6 DB",TRADITIONAL,C,7,NE,HOU,"[NE , HOU]",2,3
431,1,2018090905,NE,play_type_pass,SINGLEBACK,"2 RB, 1 TE, 2 WR",7.0,5.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,I,0,NE,HOU,"[NE , HOU]",2,1
432,1,2018090905,NE,play_type_pass,SHOTGUN,"2 RB, 1 TE, 2 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,NE,HOU,"[NE , HOU]",2,2
433,1,2018090905,NE,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,4.0,"3 DL, 2 LB, 6 DB",TRADITIONAL,I,0,NE,HOU,"[NE , HOU]",2,3
434,1,2018090905,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,10,NE,HOU,"[NE , HOU]",2,2
435,1,2018090905,HOU,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",8.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,IN,0,NE,HOU,"[NE , HOU]",2,2
436,1,2018090905,NE,play_type_pass,SINGLEBACK,"2 RB, 1 TE, 2 WR",6.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,4,NE,HOU,"[NE , HOU]",2,2
437,1,2018090905,NE,play_type_pass,SHOTGUN,"2 RB, 1 TE, 2 WR",6.0,3.0,"3 DL, 2 LB, 6 DB",TRADITIONAL,I,0,NE,HOU,"[NE , HOU]",2,3
438,1,2018090905,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,C,12,NE,HOU,"[NE , HOU]",2,3
439,1,2018090905,NE,play_type_pass,SHOTGUN,"2 RB, 1 TE, 2 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,28,NE,HOU,"[NE , HOU]",2,1
440,1,2018090905,NE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,12,NE,HOU,"[NE , HOU]",2,2
441,1,2018090905,NE,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,NE,HOU,"[NE , HOU]",2,1
442,1,2018090905,NE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 2 LB, 6 DB",TRADITIONAL,C,14,NE,HOU,"[NE , HOU]",2,2
443,1,2018090905,NE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,3.0,"3 DL, 2 LB, 6 DB",TRADITIONAL,C,4,NE,HOU,"[NE , HOU]",2,1
444,1,2018090905,HOU,play_type_pass,EMPTY,"1 RB, 2 TE, 2 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,5,NE,HOU,"[NE , HOU]",3,2
445,1,2018090905,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,C,11,NE,HOU,"[NE , HOU]",3,3
446,1,2018090905,NE,play_type_pass,I_FORM,"2 RB, 1 TE, 2 WR",7.0,5.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,25,NE,HOU,"[NE , HOU]",3,2
447,1,2018090905,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,12,NE,HOU,"[NE , HOU]",3,1
448,1,2018090905,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,17,NE,HOU,"[NE , HOU]",3,2
449,1,2018090905,HOU,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",SCRAMBLE,I,0,NE,HOU,"[NE , HOU]",3,1
450,1,2018090905,HOU,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,NE,HOU,"[NE , HOU]",3,3
451,1,2018090905,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,I,0,NE,HOU,"[NE , HOU]",3,4
452,1,2018090905,NE,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",5.0,4.0,"3 DL, 2 LB, 6 DB",TRADITIONAL,C,30,NE,HOU,"[NE , HOU]",3,3
453,1,2018090905,NE,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",5.0,2.0,"3 DL, 2 LB, 6 DB",TRADITIONAL,C,3,NE,HOU,"[NE , HOU]",3,1
454,1,2018090905,NE,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,13,NE,HOU,"[NE , HOU]",3,1
455,1,2018090905,NE,play_type_pass,SHOTGUN,"2 RB, 1 TE, 2 WR",7.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,I,0,NE,HOU,"[NE , HOU]",3,2
456,1,2018090905,NE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 2 LB, 6 DB",TRADITIONAL,I,0,NE,HOU,"[NE , HOU]",3,3
457,1,2018090905,HOU,play_type_pass,EMPTY,"1 RB, 2 TE, 2 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,13,NE,HOU,"[NE , HOU]",3,2
458,1,2018090905,HOU,play_type_pass,EMPTY,"1 RB, 2 TE, 2 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,14,NE,HOU,"[NE , HOU]",3,2
459,1,2018090905,HOU,play_type_pass,EMPTY,"1 RB, 2 TE, 2 WR",5.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,7,NE,HOU,"[NE , HOU]",3,1
460,1,2018090905,NE,play_type_pass,I_FORM,"2 RB, 2 TE, 1 WR",7.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,3,NE,HOU,"[NE , HOU]",3,1
461,1,2018090905,NE,play_type_pass,SHOTGUN,"2 RB, 1 TE, 2 WR",6.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,12,NE,HOU,"[NE , HOU]",3,2
462,1,2018090905,NE,play_type_pass,I_FORM,"2 RB, 1 TE, 2 WR",8.0,6.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,I,0,NE,HOU,"[NE , HOU]",4,1
463,1,2018090905,NE,play_type_pass,SHOTGUN,"2 RB, 2 TE, 1 WR",6.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,9,NE,HOU,"[NE , HOU]",4,2
464,1,2018090905,NE,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,3.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,8,NE,HOU,"[NE , HOU]",4,2
465,1,2018090905,NE,play_type_pass,I_FORM,"2 RB, 1 TE, 2 WR",7.0,3.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,10,NE,HOU,"[NE , HOU]",4,1
466,1,2018090905,NE,play_type_sack,SHOTGUN,"2 RB, 1 TE, 2 WR",6.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,S,-7,NE,HOU,"[NE , HOU]",4,2
467,1,2018090905,HOU,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,9,NE,HOU,"[NE , HOU]",4,1
468,1,2018090905,HOU,play_type_sack,EMPTY,"1 RB, 2 TE, 2 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,S,-7,NE,HOU,"[NE , HOU]",4,1
469,1,2018090905,HOU,play_type_pass,EMPTY,"1 RB, 2 TE, 2 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",SCRAMBLE_ROLLOUT_RIGHT,C,8,NE,HOU,"[NE , HOU]",4,2
470,1,2018090905,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,C,0,NE,HOU,"[NE , HOU]",4,3
471,1,2018090905,NE,play_type_sack,EMPTY,"2 RB, 2 TE, 1 WR",5.0,3.0,"4 DL, 3 LB, 4 DB",SCRAMBLE,S,-3,NE,HOU,"[NE , HOU]",4,2
472,1,2018090905,HOU,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,NE,HOU,"[NE , HOU]",4,1
473,1,2018090905,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,NE,HOU,"[NE , HOU]",4,3
474,1,2018090905,HOU,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,3.0,"3 DL, 3 LB, 5 DB",SCRAMBLE_ROLLOUT_RIGHT,I,0,NE,HOU,"[NE , HOU]",4,2
475,1,2018090905,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,3.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,5,NE,HOU,"[NE , HOU]",4,2
476,1,2018090905,NE,play_type_pass,SHOTGUN,"2 RB, 1 TE, 2 WR",7.0,3.0,"4 DL, 3 LB, 4 DB",SCRAMBLE_ROLLOUT_RIGHT,C,10,NE,HOU,"[NE , HOU]",4,2
477,1,2018090905,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,4.0,"3 DL, 1 LB, 7 DB",TRADITIONAL,I,0,NE,HOU,"[NE , HOU]",4,1
478,1,2018090905,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",3.0,3.0,"3 DL, 1 LB, 7 DB",TRADITIONAL,I,0,NE,HOU,"[NE , HOU]",4,1
479,1,2018090905,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,3.0,"3 DL, 1 LB, 7 DB",TRADITIONAL,C,14,NE,HOU,"[NE , HOU]",4,2
480,1,2018090905,HOU,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,4.0,"3 DL, 1 LB, 6 DB, 1 TE",SCRAMBLE_ROLLOUT_RIGHT,I,0,NE,HOU,"[NE , HOU]",4,1
481,1,2018090907,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,31,NYG,JAX,"[NYG , JAX]",1,2
482,1,2018090907,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,5.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,NYG,JAX,"[NYG , JAX]",1,2
483,1,2018090907,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,6.0,"1 DL, 5 LB, 5 DB",TRADITIONAL,C,6,NYG,JAX,"[NYG , JAX]",1,3
484,1,2018090907,JAX,play_type_pass,EMPTY,"1 RB, 2 TE, 2 WR",5.0,3.0,"3 DL, 4 LB, 4 DB",TRADITIONAL,I,0,NYG,JAX,"[NYG , JAX]",1,2
485,1,2018090907,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"1 DL, 5 LB, 5 DB",TRADITIONAL,I,0,NYG,JAX,"[NYG , JAX]",1,3
486,1,2018090907,NYG,play_type_pass,SINGLEBACK,"1 RB, 3 TE, 1 WR",9.0,4.0,"4 DL, 3 LB, 4 DB",DESIGNED_ROLLOUT_RIGHT,C,16,NYG,JAX,"[NYG , JAX]",1,3
487,1,2018090907,JAX,play_type_pass,I_FORM,"6 OL, 2 RB, 0 TE, 2 WR",6.0,3.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,11,NYG,JAX,"[NYG , JAX]",1,1
488,1,2018090907,JAX,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,S,-8,NYG,JAX,"[NYG , JAX]",1,1
489,1,2018090907,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,IN,0,NYG,JAX,"[NYG , JAX]",1,2
490,1,2018090907,NYG,play_type_pass,PISTOL,"6 OL, 1 RB, 1 TE, 2 WR",7.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,24,NYG,JAX,"[NYG , JAX]",1,1
491,1,2018090907,NYG,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,3,NYG,JAX,"[NYG , JAX]",1,2
492,1,2018090907,NYG,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,2.0,"4 DL, 2 LB, 5 DB",DESIGNED_ROLLOUT_RIGHT,C,13,NYG,JAX,"[NYG , JAX]",1,3
493,1,2018090907,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"1 DL, 5 LB, 5 DB",TRADITIONAL,C,7,NYG,JAX,"[NYG , JAX]",2,3
494,1,2018090907,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,4,NYG,JAX,"[NYG , JAX]",2,1
495,1,2018090907,JAX,play_type_pass,SINGLEBACK,"1 RB, 3 TE, 1 WR",9.0,6.0,"4 DL, 4 LB, 3 DB",SCRAMBLE_ROLLOUT_RIGHT,C,3,NYG,JAX,"[NYG , JAX]",2,3
496,1,2018090907,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"2 DL, 4 LB, 5 DB",DESIGNED_ROLLOUT_RIGHT,C,13,NYG,JAX,"[NYG , JAX]",2,2
497,1,2018090907,JAX,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,2.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,10,NYG,JAX,"[NYG , JAX]",2,1
498,1,2018090907,JAX,play_type_pass,SINGLEBACK,"1 RB, 3 TE, 1 WR",8.0,6.0,"3 DL, 4 LB, 4 DB",TRADITIONAL,I,0,NYG,JAX,"[NYG , JAX]",2,2
499,1,2018090907,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,3.0,"1 DL, 5 LB, 5 DB",TRADITIONAL,C,0,NYG,JAX,"[NYG , JAX]",2,3
500,1,2018090907,NYG,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,-1,NYG,JAX,"[NYG , JAX]",2,1
501,1,2018090907,NYG,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",4.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,5,NYG,JAX,"[NYG , JAX]",2,2
502,1,2018090907,NYG,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,7,NYG,JAX,"[NYG , JAX]",2,3
503,1,2018090907,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,20,NYG,JAX,"[NYG , JAX]",2,1
504,1,2018090907,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,5.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,17,NYG,JAX,"[NYG , JAX]",2,1
505,1,2018090907,JAX,play_type_pass,JUMBO,"6 OL, 2 RB, 2 TE, 0 WR",10.0,7.0,"5 DL, 3 LB, 3 DB",SCRAMBLE_ROLLOUT_RIGHT,C,1,NYG,JAX,"[NYG , JAX]",2,1
506,1,2018090907,NYG,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",,C,12,NYG,JAX,"[NYG , JAX]",2,2
507,1,2018090907,NYG,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,S,-7,NYG,JAX,"[NYG , JAX]",2,1
508,1,2018090907,NYG,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,5,NYG,JAX,"[NYG , JAX]",2,2
509,1,2018090907,NYG,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,16,NYG,JAX,"[NYG , JAX]",2,3
510,1,2018090907,NYG,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,S,-7,NYG,JAX,"[NYG , JAX]",2,2
511,1,2018090907,NYG,play_type_pass,EMPTY,"1 RB, 2 TE, 2 WR",5.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,-2,NYG,JAX,"[NYG , JAX]",2,1
512,1,2018090907,NYG,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,8.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,NYG,JAX,"[NYG , JAX]",2,2
513,1,2018090907,NYG,play_type_pass,I_FORM,"1 RB, 3 TE, 1 WR",9.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,I,0,NYG,JAX,"[NYG , JAX]",3,1
514,1,2018090907,NYG,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,10,NYG,JAX,"[NYG , JAX]",3,2
515,1,2018090907,NYG,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,NYG,JAX,"[NYG , JAX]",3,1
516,1,2018090907,NYG,play_type_pass,SHOTGUN,"2 RB, 1 TE, 2 WR",5.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,3,NYG,JAX,"[NYG , JAX]",3,2
517,1,2018090907,NYG,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,13,NYG,JAX,"[NYG , JAX]",3,3
518,1,2018090907,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"0 DL, 5 LB, 6 DB",TRADITIONAL,I,0,NYG,JAX,"[NYG , JAX]",3,3
519,1,2018090907,NYG,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",4.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,NYG,JAX,"[NYG , JAX]",3,2
520,1,2018090907,NYG,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,5,NYG,JAX,"[NYG , JAX]",3,3
521,1,2018090907,JAX,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,4.0,"3 DL, 3 LB, 5 DB",DESIGNED_ROLLOUT_RIGHT,C,13,NYG,JAX,"[NYG , JAX]",3,1
522,1,2018090907,JAX,play_type_pass,SINGLEBACK,"3 RB, 1 TE, 1 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,NYG,JAX,"[NYG , JAX]",3,2
523,1,2018090907,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"0 DL, 5 LB, 6 DB",TRADITIONAL,I,0,NYG,JAX,"[NYG , JAX]",3,3
524,1,2018090907,NYG,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,10,NYG,JAX,"[NYG , JAX]",3,2
525,1,2018090907,NYG,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,6.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,NYG,JAX,"[NYG , JAX]",3,1
526,1,2018090907,NYG,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,NYG,JAX,"[NYG , JAX]",3,2
527,1,2018090907,NYG,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,7.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,NYG,JAX,"[NYG , JAX]",3,3
528,1,2018090907,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,NYG,JAX,"[NYG , JAX]",3,1
529,1,2018090907,JAX,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",8.0,5.0,"3 DL, 4 LB, 4 DB",TRADITIONAL,I,0,NYG,JAX,"[NYG , JAX]",3,1
530,1,2018090907,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"1 DL, 5 LB, 5 DB",SCRAMBLE,C,10,NYG,JAX,"[NYG , JAX]",3,3
531,1,2018090907,NYG,play_type_pass,I_FORM,"2 RB, 1 TE, 2 WR",8.0,4.0,"4 DL, 3 LB, 4 DB",SCRAMBLE_ROLLOUT_RIGHT,I,0,NYG,JAX,"[NYG , JAX]",3,1
532,1,2018090907,NYG,play_type_pass,I_FORM,"1 RB, 1 TE, 3 WR",7.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,18,NYG,JAX,"[NYG , JAX]",3,3
533,1,2018090907,NYG,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,NYG,JAX,"[NYG , JAX]",4,1
534,1,2018090907,NYG,play_type_pass,EMPTY,"1 RB, 2 TE, 2 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",SCRAMBLE_ROLLOUT_RIGHT,I,0,NYG,JAX,"[NYG , JAX]",4,2
535,1,2018090907,NYG,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,13,NYG,JAX,"[NYG , JAX]",4,3
536,1,2018090907,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,3.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,14,NYG,JAX,"[NYG , JAX]",4,1
537,1,2018090907,JAX,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,4.0,"2 DL, 4 LB, 5 DB",SCRAMBLE_ROLLOUT_LEFT,I,0,NYG,JAX,"[NYG , JAX]",4,2
538,1,2018090907,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,6.0,"0 DL, 5 LB, 6 DB",TRADITIONAL,I,0,NYG,JAX,"[NYG , JAX]",4,3
539,1,2018090907,NYG,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,IN,0,NYG,JAX,"[NYG , JAX]",4,2
540,1,2018090907,NYG,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,7,NYG,JAX,"[NYG , JAX]",4,1
541,1,2018090907,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,9,NYG,JAX,"[NYG , JAX]",4,1
542,1,2018090907,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"1 DL, 5 LB, 5 DB",TRADITIONAL,I,0,NYG,JAX,"[NYG , JAX]",4,3
543,1,2018090907,NYG,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,3,NYG,JAX,"[NYG , JAX]",4,1
544,1,2018090907,NYG,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,4,NYG,JAX,"[NYG , JAX]",4,3
545,1,2018090907,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,5.0,"1 DL, 5 LB, 5 DB",TRADITIONAL,C,4,NYG,JAX,"[NYG , JAX]",4,3
546,1,2018090907,JAX,play_type_pass,I_FORM,"1 RB, 3 TE, 1 WR",7.0,5.0,"3 DL, 4 LB, 4 DB",SCRAMBLE_ROLLOUT_RIGHT,I,0,NYG,JAX,"[NYG , JAX]",4,1
547,1,2018090907,JAX,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",8.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,NYG,JAX,"[NYG , JAX]",4,2
548,1,2018090907,JAX,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,5.0,"1 DL, 5 LB, 5 DB",TRADITIONAL,C,3,NYG,JAX,"[NYG , JAX]",4,3
549,1,2018090907,NYG,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,21,NYG,JAX,"[NYG , JAX]",4,1
550,1,2018090907,NYG,play_type_pass,PISTOL,"1 RB, 1 TE, 3 WR",7.0,3.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,19,NYG,JAX,"[NYG , JAX]",4,2
551,1,2018090907,NYG,play_type_pass,SHOTGUN,"2 RB, 1 TE, 2 WR",5.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,I,0,NYG,JAX,"[NYG , JAX]",4,1
